MedID,Medication
1336,Atomoxetine Related Compound C (10 mg) (N-methyl-3-phenyl-3-(p-tolyloxy)propan-1-amine hydrochloride)
1337,Atomoxetine S-Isomer (10 mg) ((S)-N-Methyl-3-phenyl-3-(o-tolyloxy)propan-1-amine hydrochloride)
1338,Atorvastatin Calcium (100 mg)
1339,Atorvastatin Related Compound A (20 mg) (Desfluoro impurity -  or (3R - 5R)-7-[3-(phenylcarbamoyl)-2-isopropyl-4 - 5-diphenyl-1H-pyrrol-1-yl]-3 - 5-dihydroxyheptanoic acid calcium salt)
1340,Atorvastatin Related Compound B (20 mg) (Calcium (3S - 5R)-7-[2-(4-Fluorophenyl)-5-isopropyl-3-phenyl-4-(phenylcarbamoyl)-1H-pyrrol-1-yl]-3 - 5-dihydroxyheptanoate (1:2))
1341,Atorvastatin Related Compound C (20 mg) (Calcium (3R - 5R)-7-[2 - 3-Bis(4-fluorophenyl)-5-isopropyl-4-(phenylcarbamoyl)-1H-pyrrol-1-yl]-3 - 5-dihydroxyheptanoate (1:2))
1342,Atorvastatin Related Compound D (10 mg) (Epoxide impurity -  or 3-(4-Fluorobenzoyl)-2-isobutyryl-3-phenyl-oxirane-2-carboxylic acid phenylamide)
1343,Atorvastatin Related Compound E (10 mg) (3S -  5S enantiomer of Atorvastatin Calcium)
1344,Atorvastatin Related Compound H (20 mg) (Lactone Impurity -  5-(4-Fluorophenyl)-1-{2-[(2R -  4R)-4-hydroxy-6-oxotetrahydro-2H-pyran-2-yl]ethyl}-2-isopropyl-N - 4-diphenyl-1H-pyrrole-3-carboxamide)
1345,Atorvastatin Related Compound I (20 mg) (tert-Butyl 2-((4R - 6R)-6-{2-[2-(4-fluorophenyl)-5-isopropyl-3-phenyl-4-(phenylcarbamoyl)-1H-pyrrol-1-yl]ethyl}-2 - 2-dimethyl-1 - 3-dioxan-4-yl)acetate)
1346,Atovaquone (200 mg)
1347,Atovaquone Related Compound A (25 mg) (cis-2-[4-(4-chlorophenyl)cyclohexyl]-3-hydroxy-1 - 4-naphthoquinone)
1348,Atracurium Besylate (100 mg)
1349,Atropine (50 mg) (1alphaH - 5alphaH-Tropan-3alpha-ol (+/-)-tropate (ester))
1350,Atropine Sulfate (500 mg)
1351,Aurothioglucose (100 mg)
1352,Avobenzone (500 mg)
1353,Azacitidine (150 mg)
1354,Azacitidine Related Compound A (25 mg) (4-Amino-1 - 3 - 5-triazin-2(1H)-one)
1355,Azacitidine Related Compound B (15 mg) (1-O-Acetyl-2 - 3 - 5-tri-O-benzoyl-Beta-D-ribofuranose)
1356,Azacitidine Related Compound C (15 mg) (1-beta-D-Ribofuranosyl-3-guanylurea picrate)
1357,Azaerythromycin A (100 mg) (9-Deoxo-9a-aza-9a-homoerythromycin A)
1358,Azaperone (200 mg)
1359,Azatadine Maleate (200 mg)
1360,Azathioprine (200 mg)
1361,Azathioprine Related Compound A (15 mg) (1-methyl-4-nitro-1H-imidazol-5-amine)
1362,Azathioprine Related Compound G (15 mg) (6-[(1-methyl-4-nitro-1H-imidazol-5-yl)thio]-9H-purin-2-amine)
1363,Azelastine Hydrochloride (300 mg)
1364,Azelastine Related Compound B (20 mg) (N'-(1-methylazepan-4-yl)benzohydrazide hydrochloride)
1365,Azelastine Related Compound D (20 mg) (4-(4-chlorobenzyl)phthalazin-1(2H)-one)
1366,Azelastine Related Compound E (20 mg) (3-(4-chlorobenzylidene)isobenzofuran-1(3H)-one)
1367,Azelastine Related Compound F (20 mg) (4-[4-(4-Chlorobenzyl)-1-oxophthalazin-2(1H)-yl]-1-methylazepane 1-oxide)
1368,Azithromycin (200 mg)
1369,Azithromycin Identity (75 mg)
1370,Azithromycin N-Oxide (15 mg)
1371,Azithromycin Related Compound F (25 mg) (3'-N-demethyl-3'-N-formylazithromycin)
1372,Azithromycin Related Compound H (15 mg) (3'-N-[[4-(acetylamino)phenyl]sulfonyl]-3'-N-demethylazithromycin)
1373,Azo-Aminoglutethimide (100 mg)
1374,Aztec Marigold Zeaxanthin Extract (4 x 50 mg)
1375,Aztreonam (200 mg)
1376,Aztreonam E-Isomer (15 mg)
1377,Azure B (50 mg) (3-(Dimethylamino)-7-(methylamino)phenothiazin-5-ium chloride)
1378,BSA for Protein Quantitation (5 x 1 mL)
1379,Bacitracin Zinc (200 mg)
1380,Baclofen (350 mg)
1381,Baclofen Related Compound A (50 mg) (4-(4-Chlorophenyl)-2-pyrrolidinone)
1382,Bacoside A3 (15 mg)
1383,Baicalein (50 mg)
1384,Baicalein 7-O-Glucuronide (50 mg)
1385,Balsalazide Disodium (200 mg)
1386,Balsalazide Related Compound A (100 mg) ((E)-5-[(p-carboxyphenyl)azo]-2-salicylic acid -  disodium salt)
1387,Balsalazide Related Compound B (25 mg) ((E)-5-((m-[(2-carboxyethyl)carbamoyl]phenyl)azo)-2-salicylic acid)
1388,Beclomethasone Dipropionate (200 mg)
1389,Behenoyl Polyoxylglycerides (500 mg)
1390,Bemotrizinol (200 mg)
1391,Bemotrizinol Impurity Mixture (100 mg)
1392,Benazepril Hydrochloride (125 mg)
1393,Benazepril Related Compound A (25 mg) ((3R)-3-[[(1R)-1-(ethoxycarbonyl)-3-phenylpropyl]amino]-2 - 3 - 4 - 5-tetrahydro-2-oxo-1H-1-benzazepine-1-acetic acid -  monohydrochloride)
1394,Benazepril Related Compound B (15 mg) ((3S)-3-[[(1R)-1-(ethoxycarbonyl)-3-phenylpropyl]amino]-2 - 3 - 4 - 5-tetrahydro-2-oxo-1H-1-benzazepine-1-acetic acid -  monohydrochloride)
1395,Benazepril Related Compound C (50 mg) ((3S)-3-[[(1S)-1-carboxy-3-phenylpropyl]amino-2 - 3 - 4 - 5-tetrahydro-2-oxo-1H-1-benzazepine]-1-acetic acid)
1396,Benazepril Related Compound D (15 mg) (3-(1-Ethoxycarbonyl-3-cyclohexyl-(1S)-propyl)amino-2 - 3 - 4 - 5-tetrahydro-2-oxo-1H-1-(3S)-benzazepine-1-acetic acid monohydrochloride)
1397,Benazepril Related Compound E (25 mg) (3-amino-2 - 3 - 4 - 5-tetrahydro-2-oxo-1H-1-(3S)-benzazepine-1-acetic acid -  monohydrochloride)
1398,Benazepril Related Compound F (15 mg) (tert-butyl (S)-2-(3-amino-2-oxo-2 - 3 - 4 - 5-tetrahydro-1H-benzo[b]azepin-1-yl)acetate)
1399,Benazepril Related Compound G (15 mg) (COLD SHIPMENT REQUIRED) ((3-(1-Ethoxycarbonyl-3-phenyl-(1S)-propyl)amino-2 - 3 - 4 - 5-tetrahydro-2-oxo-1H-1-(3S)-benzazepine)-1-acetic acid -  ethyl ester)
1400,Bendamustine Hydrochloride (200 mg)
1401,Bendamustine Related Compound A (25 mg) (4-{5-[Bis(2-hydroxyethyl)amino]-1-methyl-1H-benzimidazol-2-yl}butanoic acid hydrochloride)
1402,Bendamustine Related Compound B (20 mg) (4-(1-Methyl-5-morpholino-1H-benzimidazol-2-yl)butanoic acid hydrochloride)
1403,Bendamustine Related Compound C (20 mg) (Ethyl 4-{5-[bis(2-hydroxyethyl)amino]-1-methyl-1H -benzimidazol-2-yl}butanoate)
1404,Bendamustine Related Compound D (20 mg) (4-{5-[(2-Chloroethyl)amino]-1-methyl-1H -benzimidazol-2-yl}butanoic acid hydrochloride)
1405,Bendamustine Related Compound E (20 mg) (4-{5-[(2-Chloroethyl)(2-hydroxyethyl)amino]-1-methyl-1H-benzimidazol-2-yl}butanoic acid)
1406,Bendamustine Related Compound F (20 mg) (Mannitol-1-yl 4-{5-[bis(2-chloroethyl)amino]-1-methyl-1H -benzimidazol-2-yl}butanoate)
1407,Bendamustine Related Compound G (20 mg) (4-[6-(2-Chloroethyl)-3 - 6 - 7 - 8-tetrahydro-3-methylimidazo[4 - 5-h][1 - 4]benzothiazin-2-yl]butanoic acid hydrochloride)
1408,Bendamustine Related Compound H (25 mg) (4-[5-({2-[(4-{5-[Bis(2-chloroethyl)amino]-1-methyl-1H-benzimidazol-2-yl}butanoyl)oxy]ethyl}(2-chloroethyl)amino)-1-methyl-1H-benzimidazol-2-yl]butanoic acid)
1409,Bendamustine Related Compound I (25 mg) (Ethyl 4-{5-[bis(2-chloroethyl)amino]-1-methyl-1H-benzimidazol-2-yl}butanoate)
1410,Bendroflumethiazide (200 mg)
1411,Benoxinate Hydrochloride (200 mg)
1412,Benzaldehyde (3 X 1 mL) (List Chemical)
1413,Benzaldehyde Propylene Glycol Acetal (5 x 0.5 mL)
1414,Benzalkonium Bromide (C12) (150 mg)
1415,Benzalkonium Chloride (5 mL of approx. 4% aqueous solution)
1416,Benzethonium Chloride (500 mg)
1417,Benzhydrol (50 mg)
1418,Benzocaine (500 mg)
1419,Benzoic Acid (300 mg)
1420,Benzonatate (1 g)
1421,Benzophenone (25 mg) (Diphenylmethanone)
1422,Benzothiadiazine Related Compound A (100 mg) (4-Amino-6-chloro-1 - 3-benzenedisulfonamide)
1423,Benzphetamine Hydrochloride CIII (200 mg)
1424,Benzphetamine Related Compound A CIII (30 mg) ((R)-N-Benzyl-N-methyl-1-phenylpropan-2-amine hydrochloride)
1425,Benzphetamine Related Compound E (30 mg) ((1S - 2S)-2-[Benzyl(methyl)amino]-1-phenylpropan-1-ol hydrochloride)
1426,Benzphetamine Related Compound F (25 mg) ((1S - 2S)-2-[Benzyl(methyl)amino]-1-cyclohexylpropan-1-ol hydrochloride)
1427,Benztropine Mesylate (200 mg)
1428,Benztropine Related Compound A (50 mg) ((1R - 3r - 5S)-3-(Benzhydryloxy)-8-azabicyclo[3.2.1]octane hydrochloride)
1429,Benzyl Alcohol (500 mg/ampule)
1430,Benzyl Benzoate (5 g)
1431,Benzyl Chloride (3 x 200 mg) ((Chloromethyl)benzene)
1432,Benzyl Disulfide (200 mg)
1433,Benzyl Mercaptan (5 x 0.5 mL)
1434,Benzyl Methyl Sulfide (5 x 0.5 mL)
1435,Berberine Chloride (50 mg)
1436,Beta Alanine (100 mg)
1437,Beta Carotene (7 x 100 mg) (COLD SHIPMENT REQUIRED)
1438,Beta Carotene System Suitability (200 mg) (COLD SHIPMENT REQUIRED)
1439,Beta Cyclodextrin (500 mg)
1440,Beta Glucan (1 g) (Beta Glucan from Baker's Yeast (Saccharomyces cerevisiae)
1441,Beta-Bisabolol (2 x 100 mg)
1442,Beta-Damascone (3 x 0.5 mL)
1443,Beta-Sitosterol (100 mg)
1444,Betadex Sulfobutyl Ether Sodium (500 mg)
1445,Betahistine Hydrochloride (200 mg)
1446,Betaine (1 g)
1447,Betaine Hydrochloride (200 mg)
1448,Betamethasone (200 mg)
1449,Betamethasone Acetate (500 mg)
1450,Betamethasone Acetate Related Compound C (20 mg) (9-Fluoro-11Beta - 17 - 21-trihydroxy-16Beta-methylpregna-1 - 4-diene-3 - 20-dione 11 - 21-diacetate)
1451,Betamethasone Acetate Related Compound D (20 mg) (9 - 11Beta-Epoxy-17 - 21-dihydroxy-16Beta-methylpregna-1 - 4-diene-3 - 20-dione 21-acetate)
1452,Betamethasone Benzoate (200 mg)
1453,Betamethasone Dipropionate (125 mg)
1454,Betamethasone Dipropionate Related Compound B (25 mg) (9-Fluoro-11Beta - 21-dihydroxy-16Beta-methyl-3 - 20-dioxopregna-1 - 4-diene-17-yl propionate)
1455,Betamethasone Dipropionate Related Compound C (25 mg) (9-Fluoro-11Beta - 17-dihydroxy-16Beta-methyl-3 - 20-dioxopregna-1 - 4-diene-21-yl propionate)
1456,Betamethasone Sodium Phosphate (500 mg)
1457,Betamethasone Valerate (200 mg)
1458,Betamethasone Valerate Related Compound A (50 mg) (9-Fluoro-11beta - 17-dihydroxy-16beta-methyl-3 - 20-dioxopregna-1 - 4-diene-21-yl valerate)
1459,Betaxolol Hydrochloride (200 mg)
1460,Betaxolol Related Compound A (20 mg) (1-(4-Ethylphenoxy)-3-(isopropylamino)propan-2-ol)
1461,Bethanechol Chloride (200 mg)
1462,Bicalutamide (200 mg)
1463,Bicalutamide Related Compound A (25 mg) (N-[4-cyano-3-(trifluoromethyl)phenyl]-3-[(4-fluoro-phenyl)sulfinyl]-2-hydroxy-2-methyl-propanamide)
1464,Bicalutamide Related Compound B (10 mg) ((RS)-N-[4-cyano-3-(trifluoromethyl)phenyl]-3-(3-fluorophenylsulfonyl)-2-hydroxy-2-methylpropanamide)
1465,Bile Salts (10 g)
1466,Biochanin A (20 mg)
1467,Biotin (200 mg)
1468,Biphenyl (500 mg)
1469,Bis(2-ethylhexyl)maleate (2 g) (Maleic acid -  bis(2-ethylhexyl)ester)
1470,Bisacodyl (125 mg)
1471,Bisacodyl Related Compound A (20 mg) (4 - 4'-(Pyridin-2-ylmethylene)diphenol)
1472,Bisacodyl Related Compound B (20 mg) (2 - 4'-(Pyridin-2-ylmethylene)diphenol)
1473,Bisacodyl Related Compound C (20 mg) (4-[(4-Hydroxyphenyl)(pyridin-2-yl)methyl]phenyl acetate)
1474,Bisacodyl Related Compound E (20 mg) (2-[(4-Acetoxyphenyl)(pyridin-2-yl)methyl]phenyl acetate)
1475,Bisdesmethoxycurcumin (30 mg)
1476,Bismuth Citrate (100 mg)
1477,Bismuth Subcarbonate (1 g) (AS)
1478,Bismuth Subnitrate (1.5 g) (AS)
1479,Bismuth Subsalicylate (100 mg)
1480,Bisoctrizole (200 mg)
1481,Bisoctrizole Related Compound A (25 mg) (2-(2H-Benzotriazol-2-yl)-4-(1 - 1 - 3 - 3-tetramethylbutyl) phenol)
1482,Bisoctrizole Resolution Mixture (50 mg)
1483,Bisoprolol Fumarate (200 mg)
1484,Bisphenol A (200 mg)
1485,Bleomycin Sulfate (15 mg)
1486,Borage Seed Oil (1 g)
1487,Boric Acid (1 g)
1488,Bosentan (200 mg)
1489,Bosentan Related Compound A (15 mg) (4-(tert-butyl)-N-[6-chloro-5-(2-methoxyphenoxy)-(2 - 2'-bipyrimidin)-4-yl] benzenesulfonamide)
1490,Bosentan Related Compound B (15 mg) (4-(tert-butyl)-N-[6-hydroxy-5-(2-methoxyphenoxy)-(2 - 2'-bipyrimidin)-4-yl]benzenesulfonamide)
1491,Bosentan Related Compound C (15 mg) (1 - 2-bis({6-[4-(tert-butyl)phenylsulfonamido]-5-(2-methoxyphenoxy)-[2 - 2'-bipyrimidin]-4-yl}oxy)ethane)
1492,Bosentan Related Compound D (15 mg) (4 - 6-dichloro-5-(2-methoxyphenoxy)-2 - 2'-bipyrimidine)
1493,Bosentan Related Compound E (15 mg) (4-(tert-butyl)benzenesulfonamide)
1494,Boswellia Serrata Extract (1 g)
1495,Bovine Acellular Dermal Matrix Reference Photomicrographs (CD)
1496,Bretylium Tosylate (200 mg)
1497,Brimonidine Related Compound A (50 mg) (5-Bromoquinoxalin-6-amine)
1498,Brimonidine Related Compound B (50 mg) (1-(5-Bromoquinoxalin-6-yl)thiourea)
1499,Brimonidine Related Compound E (15 mg) (2-(5-Bromoquinoxalin-6-yl)guanidine)
1500,Brimonidine Tartrate (250 mg)
1501,Brinzolamide (200 mg)
1502,Brinzolamide Related Compound A (50 mg) ((S)-4-(Ethylamino)-2-(3-methoxypropyl)-3 - 4-dihydro-2H-thieno[3 - 2-e] [1 - 2]thiazine-6-sulfonamide 1 - 1-dioxide) -  (Brinzolamide (S)-Isomer))
1503,Brinzolamide Related Compound B (50 mg) ((R)-4-Amino-2-(3-methoxypropyl)-3 - 4-dihydro-2H-thieno[3 - 2-e][1 - 2]thiazine-6-sulfonamide 1 - 1-dioxide oxalate)
1504,Bromazepam CIV (100 mg) (AS)
1505,Bromocriptine Mesylate (150 mg)
1506,Bromodiphenhydramine Hydrochloride (200 mg)
1507,Bromperidol Decanoate (15 mg)
1508,Brompheniramine Maleate (125 mg)
1509,Budesonide (200 mg)
1510,Budesonide Related Compound E (25 mg) (16alpha - 17-[butylidenebis(oxy)]-11Beta - 21-dihydroxypregna-1 - 4 - 14-triene-3 - 20-dione)
1511,Budesonide Related Compound G (25 mg) (16alpha - 17-[butylidenebis(oxy)]-11beta -  21-dihydroxypregna-4-ene-3 - 20-dione)
1512,Budesonide Related Compound L (25 mg) (16alpha - 17-[butylidenebis(oxy)]-21-hydroxypregna-1 - 4-diene-3 - 11 - 20-trione)
1513,Bumetanide (125 mg)
1514,Bumetanide Related Compound A (10 mg) (3-Amino-4-phenoxy-5-sulfamoylbenzoic Acid)
1515,Bumetanide Related Compound B (25 mg) (3-Nitro-4-phenoxy-5-sulfamoylbenzoic Acid)
1516,Bupivacaine Hydrochloride (300 mg)
1517,Bupivacaine Related Compound A (50 mg) (6-(butylamino)-N-(2 - 6-dimethylphenyl)hexanamide) (AS)
1518,Bupivacaine Related Compound B (50 mg) N-(2 - 6-Dimethylphenyl)piperidine-2-carboxamide Hydrochloride
1519,Buprenorphine Hydrochloride CIII (50 mg)
1520,Buprenorphine Related Compound A CII (25 mg) ((S)-2-[17-(But-3-en-1-yl)-4 - 5alpha-epoxy-3-hydroxy-6-methoxy-6alpha - 14-ethanomorphinan-7alpha-yl]- 3 - 3-dimethylbutan-2-ol)
1521,Buprenorphine System Suitability Mixture CII (50 mg) (Mixture of Buprenorphine and about 0.5% of Ethenobuprenorphine)
1522,Bupropion Hydrobromide (200 mg)
1523,Bupropion Hydrochloride (200 mg)
1524,Bupropion Hydrochloride Related Compound A (15 mg) (2-(tert-butylamino)-4'-chloropropiophenone hydrochloride)
1525,Bupropion Hydrochloride Related Compound B (10 mg) (2-(tert-butylamino)-3'-bromopropiophenone hydrochloride)
1526,Bupropion Hydrochloride Related Compound C (40 mg) (1-(3-chlorophenyl)-2-hydroxypropan-1-one) (COLD SHIPMENT REQUIRED)
1527,Bupropion Hydrochloride Related Compound F (40 mg) (1-(3-chlorophenyl)-1-hydroxy-2-propanone) (COLD SHIPMENT REQUIRED)
1528,Bupropion Related Compound G (50 mg) (2-Bromo-1-(3-chlorophenyl)propan-1-one)
1529,Buspirone Hydrochloride (200 mg)
1530,Buspirone Related Compound A (75 mg x 2) (2-(Piperazin-1-yl)pyrimidine)
1531,Buspirone Related Compound G (50 mg) (1 - 4-Di(pyrimidin-2-yl)piperazine)
1532,Buspirone Related Compound K (50 mg) (8-azaspiro[4.5]decane-7 - 9-dione)
1533,Buspirone Related Compound L (75 mg x 2) (8-(4-Chlorobutyl)-8-azaspiro[4.5]decane-7 - 9-dione)
1534,Buspirone Related Compound N (50 mg) (8 - 8'-(Butane-1 - 4-diyl)bis(8-azaspiro[4.5]decane-7 - 9-dione)
1535,Butabarbital CIII (200 mg)
1536,Butalbital CIII (200 mg)
1537,Butamben (200 mg)
1538,Butane-1 - 3-diol (1 mL)
1539,Butoconazole Nitrate (200 mg)
1540,Butorphanol Tartrate CIV (350 mg)
1541,Butyl 3-(butylamino)-4-phenoxy-5-sulfamoylbenzoate (25 mg)
1542,Butyl Acetate (1.2 mL/ampule; 3 ampules)
1543,Butyl Anthranilate (1 mL) (List Chemical)
1544,Butyl Cinnamate (500 mg)
1545,Butyl Heptanoate (5 x 0.5 mL)
1546,Butyl Hexanoate (3 x 500 mg)
1547,Butyl Isothiocyanate (1 mL)
1548,Butyl Palmitate (500 mg)
1549,Butyl Stearate (500 mg)
1550,Butyl Valerate (1 ml)
1551,Butylated Hydroxytoluene (500 mg)
1552,Butylparaben (200 mg)
1553,Butyraldehyde (3 x 1.2 mL)
1554,CD34+ Cell Enumeration System Suitability (1.24 x 10^4 CD34+ Cells)
1555,CHO Genomic DNA (30 ng/uL -  20 uL per vial) (INTERNATIONAL COLD CHAIN SHIPMENT REQUIRED)
1556,Cabergoline (125 mg)
1557,Caffeic Acid (100 mg)
1558,Caffeine (200 mg)
1559,Caffeine Melting Point Standard (1 g) (Approximately 236 degrees)
1560,Caftaric Acid (20 mg)
1561,Calcifediol (75 mg)
1562,Calcipotriene (200 mg)
1563,Calcipotriene Related Compound C (15 mg) ((5E - 7E - 22E - 24S)-24-Cyclopropyl-9 - 10-secochola-5 - 7 - 10(19) - 22-tetraene-1alpha - 3beta - 24-triol)
1564,Calcitonin Salmon (20 mg) (COLD SHIPMENT REQUIRED)
1565,Calcitonin Salmon Related Compound A (20 mg) (N-acetyl-Cys(1)-calcitonin salmon) (COLD SHIPMENT REQUIRED)
1566,Calcitonin Salmon Related Compound B (0.34 mg) (calcitonin salmon-glycine) (COLD SHIPMENT REQUIRED)
1567,Calcitriol (10 mg) (COLD SHIPMENT REQUIRED)
1568,Calcitriol Solution (5 mL) (COLD SHIPMENT REQUIRED)
1569,Calcium (-)-Hydroxycitrate (150 mg)
1570,Calcium Acetate (500 mg)
1571,Calcium Ascorbate (200 mg)
1572,Calcium Benzoate (200 mg)
1573,Calcium Carbonate (1 g)
1574,Calcium Chloride (1 g) (AS)
1575,Calcium Citrate Malate (200 mg)
1576,Calcium Cyclamate (200 mg)
1577,Calcium D - L-5-Methyltetrahydrofolate (300 mg)
1578,Calcium Gluceptate (200 mg)
1579,Calcium Gluconate Anhydrous (200 mg)
1580,Calcium Gluconate Monohydrate (200 mg) (Calcium D-Gluconate Monohydrate)
1581,Calcium Hydroxide (1 g) (AS)
1582,Calcium L-Threonate (500 mg) (Calcium (2R - 3S)-2 - 3 - 4-trihydroxybutanoate)
1583,Calcium Lactate (1 g)
1584,Calcium Lactobionate (200 mg)
1585,Calcium Levulinate (1 g) (AS)
1586,Calcium Lignosulfonate (40-65) (2 g)
1587,Calcium Pantothenate (300 mg) (Vitamin B5)
1588,Calcium Saccharate (200 mg)
1589,Calcium Stearate (2 g) (AS)
1590,Calcium Succinate (200 mg)
1591,Calcium Sulfate (1 g) (AS)
1592,Calycosin (50 mg) (7-Hydroxy-3-(3-hydroxy-4-methoxyphenyl)-4H-chromen-4-one)
1593,Calycosin 7-O-beta-D-Glucopyranoside (50 mg) (3-(3-Hydroxy-4-methoxyphenyl)-4-oxo-4H-chromen7-yl beta-D-glucopyranoside)
1594,Camphor (1 g)
1595,Candelilla Wax (250 mg)
1596,Candesartan Cilexetil (100 mg)
1597,Candesartan Cilexetil Related Compound A (10 mg) (Ethyl 1-{[2'-(1H-tetrazol-5-yl)biphenyl-4-yl]methyl}-2-ethoxybenzimidazole-7-carboxylate)
1598,Candesartan Cilexetil Related Compound B (10 mg) (1-(Cyclohexyloxycarbonyloxy)ethyl 1-{[2'-(1H- tetrazol-5-yl)biphenyl-4-yl]methyl}-2-oxo-2 - 3-dihydrobenzimidazole-7-carboxylate)
1599,Candesartan Cilexetil Related Compound D (10 mg) (1-{[(Cyclohexyloxy)carbonyl]oxy}ethyl 3-({2'-(2-ethyl-2H-tetrazol-5-yl)-[1 - 1'-biphenyl]-4-yl}methyl)-2-oxo-2 - 3-dihydro-1H-benzimidazole-4-carboxylate)
1600,Candesartan Cilexetil Related Compound F (10 mg) (1-(Cyclohexyloxycarbonyloxy)ethyl 2-ethoxy-1-{[2'-(2-ethyl-2H-tetrazol-5-yl)biphenyl-4-yl]methyl}-1H-benzimidazole-7-carboxylate)
1601,Candesartan Cilexetil Related Compound G (10 mg) (1-{[2'-(1H-tetrazol-5-yl)biphenyl-4-yl]methyl}-2-ethoxybenzimidazole-7-carboxylic acid)
1602,Canola Oil (1 g)
1603,Capecitabine (200 mg)
1604,Capecitabine Related Compound A (15 mg) (5'-deoxy-5-fluorocytidine)
1605,Capecitabine Related Compound B (20 mg) (5'-deoxy-5-fluorouridine)
1606,Capecitabine Related Compound C (10 mg) (2' - 3'-O-carbonyl-5'-deoxy-5-fluoro-N4-(pentyloxycarbonyl)cytidine) (COLD SHIPMENT REQUIRED)
1607,Capreomycin Sulfate (250 mg)
1608,Capric Alcohol (5 x 30 mg)
1609,Caprolactam (1 g)
1610,Caprylic Acid (300 mg)
1611,Caprylocaproyl Polyoxylglycerides (200 mg)
1612,Capsaicin (100 mg)
1613,Captopril (200 mg)
1614,Captopril Disulfide (100 mg)
1615,Carbachol (200 mg)
1616,Carbamazepine (100 mg)
1617,Carbamazepine Related Compound A (30 mg) (10 - 11-dihydrocarbamazepine)
1618,Carbamazepine Related Compound B (50 mg) (5H-Dibenz[b - f]azepine)
1619,Carbenicillin Indanyl Sodium (300 mg)
1620,Carbidopa (400 mg)
1621,Carbidopa Related Compound A (25 mg) (3-O-Methylcarbidopa)
1622,Carbinoxamine Maleate (200 mg)
1623,Carbinoxamine Related Compound A (25 mg) ((4-Chlorophenyl)(pyridin-2-yl)methanone)
1624,Carbinoxamine Related Compound B (25 mg) ((4-Chlorophenyl)(pyridin-2-yl)methanol)
1625,Carbinoxamine Related Compound C (25 mg) (N - N-Dimethyl-2-[phenyl(pyridin-2-yl)methoxy]ethan-1-amine oxalate)
1626,Carboplatin (100 mg)
1627,Carboprost Tromethamine (30 mg)
1628,Carboxymethylcellulose Calcium (1.5 g) (AS)
1629,Carboxymethylcellulose Sodium (1.5 g)
1630,Carglumic Acid (200 mg)
1631,Carglumic Acid Related Compound A (30 mg) ((S)-3-(2 - 5-dioxoimidazolidin-4-yl)propanoic acid)
1632,Carglumic Acid Related Compound B (30 mg) ((S)-2 - 7-dioxo-1 - 3-diazepane-4-carboxylic acid)
1633,Carisoprodol CIV (1 g)
1634,Carisoprodol Related Compound A (10 mg) (2-hydroxymethyl-2-methylpentyl carbamate)
1635,Carmellose (500 mg)
1636,Carmustine (75 mg) (COLD SHIPMENT REQUIRED)
1637,Carmustine Related Compound A (25 mg) (1 - 3-bis(2-chloroethyl)urea)
1638,Carnauba Wax (200 mg)
1639,Carnosic acid (20 mg)
1640,Carotenes (3 x 100 mg)
1641,Carprofen (200 mg)
1642,Carprofen Related Compound A (50 mg) (carbazole)
1643,Carteolol Hydrochloride (200 mg)
1644,Carvedilol (200 mg)
1645,Carvedilol Related Compound A (15 mg) (1-(4-(2-hydroxy-3-(2-(2-methoxyphenoxy)ethylamino)propoxy)-9H-carbazol-9-yl)-3-(2-(2-methoxyphenoxy)ethylamino)propan-2-ol)
1646,Carvedilol Related Compound B (15 mg) (3 - 3'-(2-(2-methoxyphenoxy)ethylazanediyl)bis(1-(9H-carbazol-4-yloxy)propan-2-ol))
1647,Carvedilol Related Compound C (20 mg) (1-(9H-Carbazol-4-yloxy)-3-(benzyl(2-(2-methoxyphenoxy)ethyl)amino)propan-2-ol)
1648,Carvedilol Related Compound D (15 mg) (4-(Oxiran-2-ylmethoxy)-9H-carbazole)
1649,Carvedilol Related Compound E (15 mg) (2-(2-Methoxyphenoxy)ethyl amine hydrochloride monohydrate)
1650,Carvedilol System Suitability Mixture (25 mg) (carvedilol spiked with carvedilol related compound F)
1651,Casticin (25 mg)
1652,Castor Oil (3 x 100 mg) (Mixture containing about 92% of Triricinolein)
1653,Cathinone Hydrochloride CI (50 mg) (alpha-Aminopropiophenone Hydrochloride)
1654,Cefaclor (400 mg)
1655,Cefaclor Delta-3 Isomer (15 mg)
1656,Cefadroxil (200 mg)
1657,Cefadroxil Related Compound B (25 mg) ((6R - 7R)-7-amino-3-methyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid)
1658,Cefadroxil Related Compound D (25 mg) ((6R - 7R)-7-[(S)-2-Amino-2-(4-hydroxyphenyl)acetamido]-3-methyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid)
1659,Cefadroxil Related Compound I (25 mg) ((6R - 7R)-7-[(R)-2-amino-2-(4-hydroxyphenyl)acetamido]-3-methyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-3-ene-2-carboxylic acid)
1660,Cefadroxil System Suitability Mixture (25 mg) (Mixture of cefadroxil and O-ethoxycarbonyl cefadroxil)
1661,Cefamandole Nafate (250 mg)
1662,Cefazolin (200 mg)
1663,Cefdinir (300 mg)
